opportunity_id,sales_agent,manager,regional_office,product,account,sector,office_location,engage_date,close_date,deal_stage,deal_value_proposed,close_value,revenue,employees,sales_cycle_days,is_won,is_closed,close_year_quarter
SYN025186,Marty Everman,Rocco Neubert,West,GTX Basic,Account_0246,employment,Australia,2025-08-15,2025-10-04,Lost,2170.07,0.0,151419.45,1591,50.0,0,1,2025Q4
SYN025187,Niesha Gauna,Dustin Brinkmann,Central,MG Special,Account_0062,telecommunications,United Kingdom,2023-07-19,2023-10-30,Lost,4698.28,0.0,318057.43,5585,103.0,0,1,2023Q4
SYN025188,Zane Everman,Dustin Brinkmann,East,MG Emperor,Account_0001,retail,United States,2023-08-05,,Engaging,3142.53,,172090.7,2738,,0,0,
SYN025189,Kami Cordell,Summer Sewald,West,GTX Plus Pro,Account_0478,technology,Japan,2022-08-08,,Engaging,4187.53,,268388.55,4853,,0,0,
SYN025190,Boris Nicholson,Rocco Neubert,East,MG Special,Account_0357,employment,Australia,2025-10-26,2025-12-11,Won,2158.65,1959.55,114385.19,1533,46.0,1,1,2025Q4
SYN025191,Kary Marconi,Dustin Brinkmann,East,MG Advanced,Account_0350,finance,United States,2023-03-03,,Engaging,4650.22,,267901.51,4223,,0,0,
SYN025192,Vernita Everman,Cara Losch,Central,GTX Plus Basic,Account_0300,retail,United Kingdom,2023-10-20,2023-12-28,Lost,3386.62,0.0,295226.5,5504,69.0,0,1,2023Q4
SYN025193,Marty Vinning,Melvin Marxen,Central,GTX Basic,Account_0160,entertainment,Germany,2025-07-20,2025-09-17,Won,3785.36,3573.88,273704.86,5036,59.0,1,1,2025Q3
SYN025194,Corliss Marconi,Rocco Neubert,East,MG Emperor,Account_0269,entertainment,Australia,2025-10-01,2025-12-09,Won,3870.39,3471.67,240637.35,3927,69.0,1,1,2025Q4
SYN025195,Kary Marconi,Dustin Brinkmann,East,GTX Plus Pro,Account_0063,marketing,Australia,2025-05-15,2025-07-18,Lost,3123.3,0.0,169108.76,2081,64.0,0,1,2025Q3
SYN025196,Jonathan Hendon,Rosalind Dwyer,East,GTK 500,Account_0237,marketing,United States,2024-02-07,2024-04-16,Lost,2570.66,0.0,85383.69,561,69.0,0,1,2024Q2
SYN025197,Wilburn Hillebrand,Summer Sewald,East,GTX Basic,Account_0061,marketing,Australia,2022-01-03,2022-02-26,Lost,3504.64,0.0,255868.47,4643,54.0,0,1,2022Q1
SYN025198,Anna Herrold,Cara Losch,Central,GTX Plus Basic,Account_0206,technology,Canada,2022-11-03,2023-01-11,Won,3866.05,3652.42,267489.31,4834,69.0,1,1,2023Q1
SYN025199,Corliss Hillebrand,Dustin Brinkmann,East,GTX Plus Pro,Account_0061,technology,Australia,2023-07-06,2023-09-27,Lost,3350.85,0.0,90324.46,610,83.0,0,1,2023Q3
SYN025200,Corliss Marconi,Rocco Neubert,East,GTX Plus Pro,Account_0216,services,United Kingdom,2023-12-04,2024-01-27,Won,3355.74,2958.44,146989.22,1691,54.0,1,1,2024Q1
SYN025201,Marty Everman,Rocco Neubert,Central,GTX Plus Pro,Account_0340,telecommunications,Australia,2023-12-15,2024-03-14,Won,4945.44,4253.82,320000.0,5987,90.0,1,1,2024Q1
SYN025202,Jonathan Berthelot,Summer Sewald,Central,GTX Plus Basic,Account_0045,medical,Japan,2023-08-06,2023-11-16,Lost,5093.88,0.0,249349.85,4199,102.0,0,1,2023Q4
SYN025203,Boris Hendon,Summer Sewald,Central,GTK 500,Account_0232,marketing,United States,2023-09-01,2023-10-31,Lost,2693.81,0.0,135670.86,1405,60.0,0,1,2023Q4
SYN025204,Zane Sturm,Rosalind Dwyer,East,GTK Pro,Account_0046,marketing,Germany,2023-02-27,2023-05-15,Lost,2976.12,0.0,222051.99,3172,77.0,0,1,2023Q2
SYN025205,Cassey Nicholson,Melvin Marxen,East,MG Advanced,Account_0269,marketing,Japan,2025-01-20,2025-03-18,Won,2475.1,2433.21,125206.33,1064,57.0,1,1,2025Q1
SYN025206,Boris Nicholson,Rocco Neubert,West,MG Advanced,Account_0038,software,Australia,2024-08-27,2024-11-12,Lost,3966.87,0.0,300249.44,5483,77.0,0,1,2024Q4
SYN025207,Gaston Grunwald,Rosalind Dwyer,West,GTK Pro,Account_0421,telecommunications,United Kingdom,2023-06-14,2023-09-12,Lost,3838.94,0.0,114432.82,1498,90.0,0,1,2023Q3
SYN025208,Wilburn Grunwald,Cara Losch,East,MG Advanced,Account_0120,marketing,Germany,2024-06-23,2024-08-27,Won,2583.8,2449.82,84843.33,504,65.0,1,1,2024Q3
SYN025209,Vernita Everman,Cara Losch,West,GTK 500,Account_0165,employment,United States,2024-11-15,2024-12-30,Lost,2422.73,0.0,112102.33,1597,45.0,0,1,2024Q4
SYN025210,Vernita Cordell,Cara Losch,Central,GTX Basic,Account_0026,retail,United States,2025-01-26,2025-03-10,Lost,2525.83,0.0,111134.6,1130,43.0,0,1,2025Q1
SYN025211,Vernita Cordell,Cara Losch,Central,GTK 500,Account_0102,entertainment,United Kingdom,2023-10-25,2024-01-03,Won,3018.09,2660.75,87245.58,824,70.0,1,1,2024Q1
SYN025212,Corliss Marconi,Rocco Neubert,East,MG Emperor,Account_0497,finance,United States,2022-11-19,2023-02-15,Lost,4964.18,0.0,213576.65,3165,88.0,0,1,2023Q1
SYN025213,Cassey Marconi,Rocco Neubert,East,GTX Plus Basic,Account_0167,technology,Canada,2025-01-13,2025-04-18,Won,4349.49,3721.93,286126.89,4829,95.0,1,1,2025Q2
SYN025214,Jonathan Everman,Melvin Marxen,East,MG Emperor,Account_0358,retail,United States,2024-04-19,2024-06-10,Lost,2498.76,0.0,154383.08,2517,52.0,0,1,2024Q2
SYN025215,Marty Vinning,Melvin Marxen,Central,MG Advanced,Account_0461,services,Germany,2025-11-19,,Engaging,3208.77,,116072.46,1235,,0,0,
SYN025216,Cassey Nicholson,Melvin Marxen,Central,MG Advanced,Account_0252,employment,Japan,2023-05-17,2023-07-11,Lost,3145.33,0.0,308263.61,5508,55.0,0,1,2023Q3
SYN025217,Wilburn Grunwald,Cara Losch,West,GTX Basic,Account_0023,technology,Japan,2025-08-22,2025-11-25,Won,4234.8,3613.89,224961.34,3957,95.0,1,1,2025Q4
SYN025218,Anna Herrold,Cara Losch,West,MG Emperor,Account_0150,technology,United Kingdom,2025-05-25,,Engaging,3312.47,,82711.9,299,,0,0,
SYN025219,Gaston Berthelot,Melvin Marxen,West,MG Emperor,Account_0308,medical,Germany,2024-02-26,2024-06-12,Lost,5118.64,0.0,216760.18,3550,107.0,0,1,2024Q2
SYN025220,Wilburn Grunwald,Cara Losch,West,MG Advanced,Account_0443,medical,Germany,2024-12-05,,Engaging,5048.01,,175504.76,2602,,0,0,
SYN025221,Kary Marconi,Dustin Brinkmann,East,MG Emperor,Account_0242,medical,Japan,2022-07-18,2022-10-31,Lost,4972.84,0.0,144593.74,2252,105.0,0,1,2022Q4
SYN025222,Cassey Marconi,Rocco Neubert,West,MG Advanced,Account_0156,technology,Australia,2025-10-04,2026-01-03,Won,3884.89,3702.05,232437.88,3709,91.0,1,1,2026Q1
SYN025223,Gaston Nicholson,Summer Sewald,Central,MG Emperor,Account_0360,finance,Japan,2024-03-12,2024-06-15,Won,4320.5,4033.23,150534.47,1956,95.0,1,1,2024Q2
SYN025224,Zane Cordell,Dustin Brinkmann,West,GTX Plus Pro,Account_0488,employment,Canada,2023-04-05,2023-06-01,Won,2625.34,2556.53,238664.17,3554,57.0,1,1,2023Q2
SYN025225,Boris Purl,Melvin Marxen,West,MG Advanced,Account_0373,software,Australia,2023-07-20,2023-10-16,Won,3915.34,3351.38,120594.91,1243,88.0,1,1,2023Q4
SYN025226,Cassey Marconi,Rocco Neubert,Central,MG Emperor,Account_0295,entertainment,Germany,2023-10-04,2023-12-28,Won,2675.95,2351.29,76436.78,107,85.0,1,1,2023Q4
SYN025227,Vernita Everman,Cara Losch,East,GTX Plus Pro,Account_0371,technology,Japan,2025-04-23,2025-07-09,Lost,3693.99,0.0,156815.31,2548,77.0,0,1,2025Q3
SYN025228,Marty Marconi,Summer Sewald,Central,GTX Basic,Account_0152,services,Japan,2023-03-19,2023-05-20,Lost,3231.48,0.0,209660.28,3216,62.0,0,1,2023Q2
SYN025229,Boris Purl,Melvin Marxen,East,MG Special,Account_0433,marketing,Japan,2024-11-09,2025-01-06,Won,2947.37,3013.19,260053.32,4643,58.0,1,1,2025Q1
SYN025230,Gaston Grunwald,Rosalind Dwyer,West,MG Advanced,Account_0044,services,Germany,2023-12-01,2024-02-18,Won,3337.63,3120.29,226511.73,3631,79.0,1,1,2024Q1
SYN025231,Jonathan Berthelot,Summer Sewald,East,MG Special,Account_0402,medical,United Kingdom,2023-11-05,,Engaging,4622.87,,190775.86,2550,,0,0,
SYN025232,Jonathan Hendon,Rosalind Dwyer,East,GTK Pro,Account_0352,retail,United Kingdom,2023-10-27,2023-12-11,Won,3014.72,3056.28,194589.66,3313,45.0,1,1,2023Q4
SYN025233,Jonathan Berthelot,Summer Sewald,West,MG Emperor,Account_0006,telecommunications,Japan,2025-03-27,2025-06-22,Lost,4242.09,0.0,157480.75,2099,87.0,0,1,2025Q2
SYN025234,Niesha Everman,Dustin Brinkmann,West,MG Emperor,Account_0071,finance,United States,2023-10-05,2023-12-31,Won,5001.06,4510.17,313401.24,5705,87.0,1,1,2023Q4
SYN025235,Gaston Berthelot,Melvin Marxen,West,MG Special,Account_0465,finance,Canada,2022-04-17,2022-07-22,Lost,4144.36,0.0,126865.22,1809,96.0,0,1,2022Q3
SYN025236,Corliss Hillebrand,Dustin Brinkmann,Central,GTX Plus Pro,Account_0172,marketing,Australia,2024-06-25,2024-08-17,Won,3408.18,3469.2,304005.74,5627,53.0,1,1,2024Q3
SYN025237,Gaston Sturm,Rocco Neubert,East,GTX Plus Basic,Account_0166,medical,United States,2022-11-13,2023-02-20,Lost,4401.88,0.0,160579.5,2311,99.0,0,1,2023Q1
SYN025238,Marty Everman,Rocco Neubert,East,MG Advanced,Account_0492,medical,United Kingdom,2025-06-12,,Engaging,4405.77,,71315.93,632,,0,0,
SYN025239,Corliss Hillebrand,Dustin Brinkmann,West,GTK Pro,Account_0338,marketing,Germany,2024-03-25,2024-06-03,Lost,3219.55,0.0,157679.58,2105,70.0,0,1,2024Q2
SYN025240,Boris Nicholson,Rocco Neubert,West,MG Advanced,Account_0029,finance,Australia,2024-09-02,2024-12-18,Lost,4525.97,0.0,199990.96,2976,107.0,0,1,2024Q4
SYN025241,Jonathan Marconi,Rocco Neubert,East,MG Emperor,Account_0058,marketing,Canada,2025-01-17,2025-03-18,Lost,2967.19,0.0,279507.57,5185,60.0,0,1,2025Q1
SYN025242,Kami Herrold,Cara Losch,East,GTK 500,Account_0068,entertainment,United Kingdom,2025-02-16,2025-05-03,Won,3340.97,2891.89,121441.63,1109,76.0,1,1,2025Q2
SYN025243,Boris Hendon,Summer Sewald,West,GTK 500,Account_0198,marketing,Germany,2025-03-16,,Engaging,2533.66,,79567.93,489,,0,0,
SYN025244,Niesha Cordell,Rosalind Dwyer,West,MG Special,Account_0216,finance,Germany,2023-10-14,2024-02-04,Lost,4407.66,0.0,178051.18,2205,113.0,0,1,2024Q1
SYN025245,Wilburn Hillebrand,Summer Sewald,West,MG Advanced,Account_0339,medical,Germany,2025-02-23,2025-06-20,Lost,4893.79,0.0,285728.25,5229,117.0,0,1,2025Q2
SYN025246,Boris Hendon,Summer Sewald,Central,MG Emperor,Account_0036,technology,Germany,2023-01-06,2023-03-18,Lost,3439.07,0.0,97014.81,1076,71.0,0,1,2023Q1
SYN025247,Kami Cordell,Summer Sewald,West,MG Advanced,Account_0392,technology,United States,2025-10-22,2026-01-15,Lost,3762.05,0.0,180525.21,2242,85.0,0,1,2026Q1
SYN025248,Vernita Cordell,Cara Losch,West,MG Special,Account_0313,technology,United States,2025-08-21,2025-10-30,Won,3957.05,3666.96,129663.15,1366,70.0,1,1,2025Q4
SYN025249,Anna Herrold,Cara Losch,East,GTK 500,Account_0376,telecommunications,Canada,2024-12-09,2025-03-20,Lost,3863.12,0.0,182137.0,2653,101.0,0,1,2025Q1
SYN025250,Corliss Marconi,Rocco Neubert,Central,MG Emperor,Account_0421,retail,United States,2025-02-12,2025-04-10,Lost,2813.81,0.0,197835.13,3298,57.0,0,1,2025Q2
SYN025251,Boris Purl,Melvin Marxen,Central,GTX Basic,Account_0358,services,Germany,2023-09-18,2023-12-05,Lost,3252.42,0.0,96114.77,918,78.0,0,1,2023Q4
SYN025252,Jonathan Marconi,Rocco Neubert,Central,GTX Plus Basic,Account_0236,telecommunications,United States,2024-06-06,2024-08-24,Lost,4738.16,0.0,238793.57,4089,79.0,0,1,2024Q3
SYN025253,Zane Sturm,Rosalind Dwyer,East,MG Special,Account_0438,retail,Germany,2023-11-03,2024-01-01,Lost,2581.64,0.0,96119.51,1087,59.0,0,1,2024Q1
SYN025254,Marty Vinning,Melvin Marxen,Central,GTX Plus Pro,Account_0280,technology,Germany,2023-11-26,,Engaging,3557.73,,149679.55,2048,,0,0,
SYN025255,Niesha Everman,Dustin Brinkmann,West,MG Special,Account_0457,medical,United States,2023-01-06,2023-05-07,Lost,4626.35,0.0,175198.51,2943,121.0,0,1,2023Q2
SYN025256,Corliss Hillebrand,Dustin Brinkmann,West,MG Advanced,Account_0260,medical,Japan,2023-06-22,2023-09-27,Lost,4596.53,0.0,92052.96,1029,97.0,0,1,2023Q3
SYN025257,Kary Marconi,Dustin Brinkmann,East,GTX Plus Pro,Account_0329,technology,United States,2024-08-12,,Engaging,4112.97,,285048.64,4673,,0,0,
SYN025258,Corliss Hillebrand,Dustin Brinkmann,East,GTX Plus Pro,Account_0198,services,Germany,2023-12-20,2024-02-24,Won,3355.92,3264.69,292361.47,5201,66.0,1,1,2024Q1
SYN025259,Marty Marconi,Summer Sewald,Central,MG Emperor,Account_0103,services,United States,2025-08-02,2025-10-03,Won,2722.58,2855.5,161752.93,2313,62.0,1,1,2025Q4
SYN025260,Zane Cordell,Dustin Brinkmann,West,GTK Pro,Account_0465,telecommunications,Germany,2025-07-26,2025-10-28,Lost,4357.97,0.0,224167.68,3369,94.0,0,1,2025Q4
SYN025261,Niesha Everman,Dustin Brinkmann,Central,GTX Basic,Account_0440,services,United States,2023-05-15,2023-07-28,Won,2566.57,2488.25,98538.34,770,74.0,1,1,2023Q3
SYN025262,Jonathan Hendon,Rosalind Dwyer,Central,MG Advanced,Account_0037,software,Germany,2024-05-11,2024-08-08,Lost,4245.99,0.0,265179.6,4613,89.0,0,1,2024Q3
SYN025263,Kary Marconi,Dustin Brinkmann,Central,MG Advanced,Account_0390,services,Japan,2023-03-13,2023-05-08,Won,3295.26,3317.76,195387.0,3048,56.0,1,1,2023Q2
SYN025264,Jonathan Marconi,Rocco Neubert,West,GTX Basic,Account_0404,finance,United Kingdom,2022-01-25,2022-04-24,Lost,4784.18,0.0,167779.48,2349,89.0,0,1,2022Q2
SYN025265,Marty Everman,Rocco Neubert,West,MG Special,Account_0490,entertainment,Germany,2024-01-07,2024-03-29,Lost,3448.25,0.0,298760.55,5598,82.0,0,1,2024Q1
SYN025266,Wilburn Grunwald,Cara Losch,West,MG Emperor,Account_0381,software,Australia,2024-11-05,2025-02-03,Lost,4088.71,0.0,190246.73,2825,90.0,0,1,2025Q1
SYN025267,Kary Marconi,Dustin Brinkmann,East,GTK 500,Account_0289,marketing,Australia,2023-05-22,,Engaging,2792.73,,82914.03,837,,0,0,
SYN025268,Boris Sturm,Cara Losch,Central,MG Emperor,Account_0240,retail,United Kingdom,2025-05-27,2025-07-12,Lost,2724.03,0.0,186407.26,2527,46.0,0,1,2025Q3
SYN025269,Jonathan Berthelot,Summer Sewald,Central,MG Emperor,Account_0155,retail,United States,2023-04-18,,Engaging,3007.73,,302839.93,5560,,0,0,
SYN025270,Boris Purl,Melvin Marxen,East,GTX Basic,Account_0401,software,Canada,2024-09-06,2024-12-03,Lost,3803.31,0.0,81887.5,470,88.0,0,1,2024Q4
SYN025271,Niesha Everman,Dustin Brinkmann,Central,MG Special,Account_0442,services,Canada,2025-11-21,2026-01-19,Lost,3146.05,0.0,237790.97,3575,59.0,0,1,2026Q1
SYN025272,Wilburn Grunwald,Cara Losch,West,GTX Plus Basic,Account_0016,finance,Canada,2025-04-21,2025-07-27,Won,4812.99,4163.05,169420.96,2497,97.0,1,1,2025Q3
SYN025273,Cassey Marconi,Rocco Neubert,West,MG Emperor,Account_0275,telecommunications,Australia,2025-03-02,2025-06-17,Lost,4341.25,0.0,187623.74,2850,107.0,0,1,2025Q2
SYN025274,Corliss Hillebrand,Dustin Brinkmann,Central,GTX Plus Basic,Account_0158,entertainment,Germany,2023-08-12,2023-10-13,Lost,3690.42,0.0,192068.24,2495,62.0,0,1,2023Q4
SYN025275,Kami Herrold,Cara Losch,East,GTK 500,Account_0418,medical,Germany,2024-10-07,2025-01-12,Won,4510.26,4510.25,152072.56,2121,97.0,1,1,2025Q1
SYN025276,Kary Marconi,Dustin Brinkmann,Central,GTK Pro,Account_0458,technology,Japan,2023-08-25,2023-11-21,Won,3826.03,3876.0,203210.41,3331,88.0,1,1,2023Q4
SYN025277,Corliss Hillebrand,Dustin Brinkmann,Central,GTK 500,Account_0196,retail,United States,2025-07-15,2025-09-13,Won,2623.83,2341.23,260530.32,4325,60.0,1,1,2025Q3
SYN025278,Boris Purl,Melvin Marxen,Central,GTK 500,Account_0411,entertainment,United States,2025-10-15,2026-01-01,Lost,3459.38,0.0,241974.66,4186,78.0,0,1,2026Q1
SYN025279,Gaston Nicholson,Summer Sewald,East,GTK 500,Account_0203,telecommunications,Canada,2024-10-14,2025-01-28,Lost,3738.09,0.0,134801.49,1701,106.0,0,1,2025Q1
SYN025280,Kary Marconi,Dustin Brinkmann,East,MG Emperor,Account_0475,medical,United States,2022-07-17,,Engaging,4451.93,,147887.05,2139,,0,0,
SYN025281,Gaston Purl,Melvin Marxen,East,GTK Pro,Account_0327,medical,Australia,2025-07-02,2025-10-14,Won,4282.63,3794.01,83175.75,927,104.0,1,1,2025Q4
SYN025282,Niesha Everman,Dustin Brinkmann,West,GTX Plus Basic,Account_0338,medical,Japan,2022-05-24,2022-09-01,Lost,4934.17,0.0,246615.08,4339,100.0,0,1,2022Q3
SYN025283,Kami Cordell,Summer Sewald,Central,GTK Pro,Account_0217,employment,United Kingdom,2024-02-10,2024-03-29,Won,2500.12,2338.66,180850.88,2324,48.0,1,1,2024Q1
SYN025284,Zane Everman,Dustin Brinkmann,West,GTX Basic,Account_0067,medical,Australia,2022-02-03,,Engaging,4700.69,,229939.82,3405,,0,0,
SYN025285,Zane Sturm,Rosalind Dwyer,Central,GTX Plus Pro,Account_0137,medical,Japan,2023-03-19,2023-07-15,Lost,4696.07,0.0,233431.21,4177,118.0,0,1,2023Q3
SYN025286,Marty Marconi,Summer Sewald,West,GTK Pro,Account_0480,retail,United States,2024-08-02,,Engaging,2916.6,,143396.71,2106,,0,0,
SYN025287,Kami Herrold,Cara Losch,East,GTX Plus Basic,Account_0054,finance,Germany,2023-05-27,2023-09-01,Won,4896.06,4946.8,180645.73,3014,97.0,1,1,2023Q3
SYN025288,Boris Hendon,Summer Sewald,Central,MG Special,Account_0234,entertainment,Canada,2023-06-01,,Engaging,2699.27,,100502.44,627,,0,0,
SYN025289,Wilburn Hillebrand,Summer Sewald,West,GTK Pro,Account_0070,marketing,Japan,2022-03-19,2022-05-30,Lost,3224.24,0.0,203731.25,2971,72.0,0,1,2022Q2
SYN025290,Wilburn Hillebrand,Summer Sewald,West,GTX Basic,Account_0496,entertainment,Germany,2025-03-27,2025-06-22,Won,3692.5,3428.53,261558.26,4462,87.0,1,1,2025Q2
SYN025291,Kami Herrold,Cara Losch,West,GTX Basic,Account_0353,telecommunications,United Kingdom,2022-08-19,,Engaging,4251.78,,167879.52,2839,,0,0,
SYN025292,Gaston Purl,Melvin Marxen,Central,MG Emperor,Account_0318,entertainment,United Kingdom,2023-12-27,2024-02-27,Won,3483.59,3127.89,184263.44,3144,62.0,1,1,2024Q1
SYN025293,Gaston Grunwald,Rosalind Dwyer,Central,MG Special,Account_0107,software,Australia,2025-01-04,2025-03-27,Won,3974.88,3616.71,210180.16,3461,82.0,1,1,2025Q1
SYN025294,Niesha Everman,Dustin Brinkmann,Central,GTX Plus Basic,Account_0395,services,United States,2024-05-01,2024-07-22,Lost,3212.89,0.0,294492.05,5354,82.0,0,1,2024Q3
SYN025295,Niesha Gauna,Dustin Brinkmann,Central,GTX Plus Basic,Account_0263,services,Australia,2025-07-13,2025-09-26,Won,3098.49,3169.92,259087.45,4413,75.0,1,1,2025Q3
SYN025296,Corliss Marconi,Rocco Neubert,Central,GTK 500,Account_0128,telecommunications,Canada,2024-10-24,2025-01-23,Won,4013.21,3859.47,213235.51,3144,91.0,1,1,2025Q1
SYN025297,Marty Everman,Rocco Neubert,West,GTX Basic,Account_0178,entertainment,Australia,2022-07-10,2022-09-08,Lost,3438.38,0.0,255468.66,4544,60.0,0,1,2022Q3
SYN025298,Vernita Everman,Cara Losch,Central,GTK 500,Account_0184,technology,United States,2023-07-18,2023-10-14,Lost,3839.23,0.0,250107.83,3836,88.0,0,1,2023Q4
SYN025299,Zane Cordell,Dustin Brinkmann,Central,MG Special,Account_0103,technology,Canada,2025-02-22,2025-05-14,Lost,4159.56,0.0,296666.12,5192,81.0,0,1,2025Q2
SYN025300,Jonathan Hendon,Rosalind Dwyer,East,MG Special,Account_0002,finance,United Kingdom,2025-03-23,2025-07-13,Lost,5310.94,0.0,320000.0,5684,112.0,0,1,2025Q3
SYN025301,Gaston Nicholson,Summer Sewald,East,GTK Pro,Account_0109,employment,Canada,2022-02-07,2022-04-09,Won,2338.8,2206.56,122130.68,1561,61.0,1,1,2022Q2
SYN025302,Niesha Cordell,Rosalind Dwyer,East,MG Advanced,Account_0388,software,United States,2022-12-06,2023-02-08,Won,3748.45,3829.0,96746.28,841,64.0,1,1,2023Q1
SYN025303,Niesha Gauna,Dustin Brinkmann,Central,MG Special,Account_0101,marketing,Germany,2022-01-05,2022-03-10,Lost,3130.63,0.0,105731.18,1281,64.0,0,1,2022Q1
SYN025304,Jonathan Hendon,Rosalind Dwyer,East,MG Emperor,Account_0184,technology,Australia,2023-04-27,2023-07-08,Lost,4693.23,0.0,282072.56,5334,72.0,0,1,2023Q3
SYN025305,Jonathan Everman,Melvin Marxen,East,MG Emperor,Account_0088,services,Canada,2022-05-18,2022-07-31,Won,3564.81,3084.26,245595.98,4547,74.0,1,1,2022Q3
SYN025306,Jonathan Berthelot,Summer Sewald,Central,GTK 500,Account_0033,telecommunications,United Kingdom,2022-03-06,2022-05-30,Lost,4569.62,0.0,260023.4,4638,85.0,0,1,2022Q2
SYN025307,Wilburn Hillebrand,Summer Sewald,East,MG Special,Account_0021,entertainment,United Kingdom,2025-07-19,2025-10-09,Won,3432.35,3218.23,165797.43,2269,82.0,1,1,2025Q4
SYN025308,Boris Purl,Melvin Marxen,Central,MG Emperor,Account_0037,marketing,United Kingdom,2025-10-27,2025-12-24,Lost,2828.94,0.0,159914.65,2516,58.0,0,1,2025Q4
SYN025309,Cassey Nicholson,Melvin Marxen,East,GTK 500,Account_0112,software,Australia,2023-12-22,2024-03-20,Lost,3487.15,0.0,132621.9,1262,89.0,0,1,2024Q1
SYN025310,Niesha Everman,Dustin Brinkmann,Central,GTX Basic,Account_0152,software,Japan,2022-02-12,2022-05-09,Lost,4074.81,0.0,187130.52,2745,86.0,0,1,2022Q2
SYN025311,Kary Marconi,Dustin Brinkmann,West,MG Advanced,Account_0473,finance,Australia,2023-09-09,2024-01-01,Lost,4075.65,0.0,109729.23,1061,114.0,0,1,2024Q1
SYN025312,Kami Cordell,Summer Sewald,East,GTK Pro,Account_0491,medical,United Kingdom,2023-03-26,2023-07-08,Won,4462.41,4182.64,199693.18,3089,104.0,1,1,2023Q3
SYN025313,Jonathan Marconi,Rocco Neubert,Central,GTK Pro,Account_0280,services,Australia,2025-12-04,,Engaging,3670.34,,320000.0,5987,,0,0,
SYN025314,Kami Herrold,Cara Losch,Central,GTX Basic,Account_0007,telecommunications,United States,2024-07-25,2024-11-09,Won,3959.84,3741.43,165552.77,2415,107.0,1,1,2024Q4
SYN025315,Zane Cordell,Dustin Brinkmann,Central,MG Advanced,Account_0496,services,United Kingdom,2024-05-06,2024-07-07,Won,3397.56,3088.49,310062.01,5282,62.0,1,1,2024Q3
SYN025316,Marty Vinning,Melvin Marxen,Central,MG Emperor,Account_0232,employment,Germany,2022-01-09,2022-03-11,Lost,3037.31,0.0,258140.79,4109,61.0,0,1,2022Q1
SYN025317,Kary Marconi,Dustin Brinkmann,East,MG Advanced,Account_0131,technology,Germany,2024-12-13,2025-03-04,Lost,3850.19,0.0,141382.15,1699,81.0,0,1,2025Q1
SYN025318,Gaston Purl,Melvin Marxen,East,MG Advanced,Account_0371,telecommunications,Japan,2023-10-12,2024-01-09,Won,4339.66,4089.31,131922.01,1282,89.0,1,1,2024Q1
SYN025319,Gaston Purl,Melvin Marxen,East,MG Advanced,Account_0091,medical,Germany,2023-08-12,2023-11-29,Won,4737.72,4348.22,205991.29,3141,109.0,1,1,2023Q4
SYN025320,Marty Marconi,Summer Sewald,West,MG Special,Account_0154,technology,Australia,2025-03-14,,Engaging,3651.02,,172380.44,2653,,0,0,
SYN025321,Corliss Hillebrand,Dustin Brinkmann,Central,GTK Pro,Account_0270,telecommunications,United States,2025-08-03,2025-10-31,Lost,4535.71,0.0,280617.75,5205,89.0,0,1,2025Q4
SYN025322,Anna Herrold,Cara Losch,Central,GTK Pro,Account_0197,technology,Japan,2023-01-24,2023-04-20,Won,3286.68,2941.68,69615.28,385,86.0,1,1,2023Q2
SYN025323,Gaston Berthelot,Melvin Marxen,West,GTX Plus Basic,Account_0276,medical,United Kingdom,2024-04-10,2024-08-03,Lost,5166.92,0.0,249041.05,4195,115.0,0,1,2024Q3
SYN025324,Gaston Grunwald,Rosalind Dwyer,West,MG Advanced,Account_0170,telecommunications,United Kingdom,2024-12-02,2025-03-18,Lost,4025.32,0.0,195453.06,3108,106.0,0,1,2025Q1
SYN025325,Boris Sturm,Cara Losch,Central,MG Emperor,Account_0140,software,Australia,2024-12-10,2025-03-10,Lost,4001.6,0.0,289865.97,4736,90.0,0,1,2025Q1
SYN025326,Gaston Berthelot,Melvin Marxen,Central,MG Special,Account_0025,services,United States,2022-05-08,2022-07-04,Won,3306.88,2930.96,320000.0,5712,57.0,1,1,2022Q3
SYN025327,Kary Marconi,Dustin Brinkmann,West,GTX Plus Basic,Account_0092,services,Japan,2025-10-26,,Engaging,3243.83,,262866.99,4326,,0,0,
SYN025328,Cassey Marconi,Rocco Neubert,West,GTX Plus Basic,Account_0023,employment,Canada,2025-03-10,2025-05-13,Won,2480.91,2374.94,209504.91,3136,64.0,1,1,2025Q2
SYN025329,Vernita Everman,Cara Losch,East,GTX Basic,Account_0010,services,United States,2025-08-03,2025-10-06,Won,3680.03,3743.39,229841.67,4124,64.0,1,1,2025Q4
SYN025330,Jonathan Everman,Melvin Marxen,West,GTK Pro,Account_0391,employment,United States,2022-02-21,2022-04-10,Won,3106.95,3158.72,262933.42,4375,48.0,1,1,2022Q2
SYN025331,Zane Sturm,Rosalind Dwyer,Central,GTX Basic,Account_0246,medical,Japan,2024-02-26,2024-06-16,Won,4325.35,3798.8,88593.63,196,111.0,1,1,2024Q2
SYN025332,Gaston Nicholson,Summer Sewald,East,GTX Plus Pro,Account_0408,employment,Australia,2023-11-17,2024-01-10,Won,3239.96,2798.22,263661.51,4860,54.0,1,1,2024Q1
