sales_agent,quarter,deals_worked,win_rate,avg_deal_size,avg_cycle_days,revenue,next_quarter_revenue
Zane Cordell,2024Q2,73,0.3698630136986301,3574.1083561643836,74.3731343283582,5393594.69,4951553.5200000005
Zane Cordell,2024Q3,80,0.35,3647.7934999999998,77.28169014084507,4951553.5200000005,6864952.86
Zane Cordell,2024Q4,76,0.4342105263157895,3750.225,80.66176470588235,6864952.86,7220838.73
Zane Cordell,2025Q1,99,0.36363636363636365,3555.5036363636364,76.41176470588235,7220838.73,6396880.78
Zane Cordell,2025Q2,80,0.375,3642.4335,75.98484848484848,6396880.78,5772076.39
Zane Cordell,2025Q3,69,0.391304347826087,3572.5321739130436,76.58064516129032,5772076.39,6402828.4799999995
Zane Cordell,2025Q4,74,0.43243243243243246,3640.5445945945944,76.46774193548387,6402828.4799999995,
Zane Everman,2022Q1,55,0.34545454545454546,3533.6867272727272,77.45652173913044,78584.36,3706318.49
Zane Everman,2022Q2,44,0.36363636363636365,3637.6336363636365,79.51219512195122,3706318.49,2951516.07
Zane Everman,2022Q3,57,0.40350877192982454,3699.7507017543862,79.26086956521739,2951516.07,4947372.59
Zane Everman,2022Q4,50,0.4,3598.8288000000002,76.3409090909091,4947372.59,4571304.2299999995
Zane Everman,2023Q1,73,0.3561643835616438,3722.164931506849,78.77966101694915,4571304.2299999995,4879266.78
Zane Everman,2023Q2,77,0.4025974025974026,3535.6276623376625,75.98507462686567,4879266.78,5631878.96
Zane Everman,2023Q3,84,0.4166666666666667,3408.350357142857,71.4,5631878.96,6875346.34
Zane Everman,2023Q4,70,0.32857142857142857,3644.029142857143,76.9047619047619,6875346.34,4171642.32
Zane Everman,2024Q1,85,0.4235294117647059,3629.9472941176473,79.23611111111111,4171642.32,6676784.16
Zane Everman,2024Q2,68,0.4264705882352941,3792.5923529411766,76.55737704918033,6676784.16,6293565.03
Zane Everman,2024Q3,75,0.38666666666666666,3534.7566666666667,76.91935483870968,6293565.03,5714222.17
Zane Everman,2024Q4,86,0.3488372093023256,3770.1274418604653,79.06849315068493,5714222.17,5710235.96
Zane Everman,2025Q1,98,0.37755102040816324,3741.1235714285713,79.04651162790698,5710235.96,7381342.18
Zane Everman,2025Q2,76,0.2631578947368421,3557.2723684210528,76.30645161290323,7381342.18,4357190.94
Zane Everman,2025Q3,62,0.41935483870967744,3666.6993548387095,79.0,4357190.94,5718222.29
Zane Everman,2025Q4,84,0.32142857142857145,3505.2110714285714,78.70149253731343,5718222.29,
Zane Sturm,2022Q1,65,0.3384615384615385,3546.8356923076926,74.39655172413794,1551963.8599999999,4594286.31
Zane Sturm,2022Q2,56,0.4642857142857143,3646.9669642857143,76.06818181818181,4594286.31,4520870.0
Zane Sturm,2022Q3,49,0.3469387755102041,3658.7097959183675,77.45454545454545,4520870.0,2902224.98
Zane Sturm,2022Q4,47,0.3617021276595745,3560.089361702128,75.88095238095238,2902224.98,3939536.71
Zane Sturm,2023Q1,80,0.375,3701.129,79.77922077922078,3939536.71,4435831.37
Zane Sturm,2023Q2,53,0.37735849056603776,3735.645471698113,80.375,4435831.37,4880306.0600000005
Zane Sturm,2023Q3,67,0.31343283582089554,3811.629850746269,83.56896551724138,4880306.0600000005,3972738.63
Zane Sturm,2023Q4,55,0.3090909090909091,3488.4954545454543,75.13636363636364,3972738.63,2582153.08
Zane Sturm,2024Q1,65,0.4153846153846154,3598.1876923076925,77.91836734693878,2582153.08,5331667.79
Zane Sturm,2024Q2,51,0.29411764705882354,3824.9231372549025,84.11904761904762,5331667.79,3678258.62
Zane Sturm,2024Q3,80,0.4,3601.66725,75.92957746478874,3678258.62,7080217.57
Zane Sturm,2024Q4,62,0.41935483870967744,3564.933548387097,76.96153846153847,7080217.57,4170398.58
Zane Sturm,2025Q1,79,0.4430379746835443,3637.166835443038,78.94117647058823,4170398.58,7381581.84
Zane Sturm,2025Q2,80,0.4625,3556.71425,77.2463768115942,7381581.84,6127132.72
Zane Sturm,2025Q3,85,0.3764705882352941,3704.214705882353,82.83783783783784,6127132.72,6786201.4399999995
Zane Sturm,2025Q4,79,0.4050632911392405,3470.8587341772154,76.23529411764706,6786201.4399999995,
